case,constraint_row_local,classification,coefficient_count,support_node_count,side_a_node_count,side_b_node_count,coefficient_l1,coefficient_l2,coefficient_max_abs,support_x_span_m,support_y_span_m
historical,160,Stycast_to_substrate,19,19,6,13,1.9333018301554712e-10,7.494147794911427e-11,4.83325457538867e-11,3.700272918480001e-05,3.7892384132999913e-05
historical,161,Stycast_to_substrate,20,20,8,12,2.6001178607334295e-10,9.515931508020688e-11,6.50029465183357e-11,3.0368626010000014e-05,3.4321764771000026e-05
historical,162,Stycast_to_substrate,24,24,8,16,3.004555107078443e-10,1.0688110446259011e-10,7.511197756343916e-11,4.09457004166e-05,3.7820470833000016e-05
historical,163,Stycast_to_substrate,19,19,7,12,2.2654909336205811e-10,8.401694490359905e-11,5.663727334051445e-11,3.42877429635e-05,3.336960166399998e-05
historical,164,Stycast_to_substrate,20,20,6,14,1.8625275100181992e-10,7.13015931599717e-11,4.6563750072311934e-11,3.893435986600001e-05,4.128388011299998e-05
historical,165,Stycast_to_substrate,22,22,8,14,3.1639359377291806e-10,1.174211443977102e-10,7.909839844322952e-11,4.1585632091000014e-05,3.6094224141e-05
historical,166,Stycast_to_substrate,20,20,7,13,2.430893927209156e-10,8.905715397486531e-11,6.077234818022892e-11,3.9938441116000006e-05,4.0991887981000025e-05
historical,167,Stycast_to_substrate,22,22,7,15,2.5733719176220206e-10,9.361331521007435e-11,6.433429794055048e-11,4.0280360729499996e-05,3.978725504599995e-05
historical,168,Stycast_to_substrate,14,14,5,9,1.4275360033477057e-10,5.601787749017174e-11,3.5690731885539255e-11,2.9885047439000024e-05,3.0209778224000007e-05
historical,169,Stycast_to_substrate,17,17,6,11,1.465441643871598e-10,5.623343629414357e-11,3.6636342593623605e-11,3.27903250154e-05,3.0687305686000004e-05
historical,170,Stycast_to_substrate,19,19,7,12,2.740948747241181e-10,1.007811034416811e-10,6.852371868102944e-11,3.311171617719e-05,3.423151551000005e-05
historical,171,Stycast_to_substrate,19,19,7,12,2.538645324019003e-10,9.009455652755335e-11,6.34662344986629e-11,3.972651310500002e-05,3.4321764771000026e-05
historical,172,Stycast_to_substrate,24,24,9,15,3.2698661828890733e-10,1.1550666132162978e-10,8.174710150003677e-11,3.6919330847e-05,4.193821778500004e-05
historical,173,Stycast_to_substrate,23,23,7,16,2.7140018257339403e-10,9.619540565599657e-11,6.785072639698757e-11,4.01055826368e-05,3.588168667499993e-05
historical,174,Stycast_to_substrate,20,20,7,13,2.2549733892596505e-10,8.486355568664205e-11,5.6378246827648246e-11,3.54241858672e-05,3.9666786506999986e-05
historical,175,Stycast_to_substrate,23,23,8,15,2.629499656756639e-10,9.550819664985725e-11,6.573749141891594e-11,4.00090999287664e-05,3.995928865000006e-05
historical,176,Stycast_to_substrate,22,22,7,15,2.55372159641425e-10,9.409387164246451e-11,6.384303991035617e-11,4.2674661052499996e-05,4.272656259299995e-05
historical,177,Stycast_to_substrate,25,25,9,16,4.0797208671403276e-10,1.3744231322088041e-10,1.019930216785082e-10,3.98775221641e-05,3.748648051900001e-05
historical,178,Stycast_to_substrate,22,22,8,14,3.1588673321133997e-10,1.1050620208860518e-10,7.897168330283497e-11,4.0905618664999996e-05,4.276243877199997e-05
historical,179,Stycast_to_substrate,20,20,7,13,2.1734551279810139e-10,8.093143917970545e-11,5.433637819952523e-11,3.508984228200001e-05,3.5674717864000094e-05
historical,180,Stycast_to_substrate,21,21,7,14,2.6321713499666636e-10,9.535029889275117e-11,6.58042837491665e-11,3.3719777937900005e-05,4.1239689606000006e-05
historical,181,Stycast_to_substrate,16,16,5,11,1.2405056202868931e-10,4.8037889408271166e-11,3.1012640507172283e-11,3.388409653400001e-05,3.721805795900001e-05
historical,182,Stycast_to_substrate,17,17,6,11,1.8624894765971016e-10,7.224026733987014e-11,4.656223691492756e-11,3.0269353833000014e-05,3.974386939699999e-05
historical,183,Stycast_to_substrate,18,18,6,12,1.8062655045064633e-10,6.938851711924155e-11,4.515663761266152e-11,2.8118912298600004e-05,4.179759804200003e-05
historical,184,Stycast_to_substrate,19,19,7,12,2.2531289427773866e-10,8.661711363788803e-11,5.6329654897230624e-11,3.715436075650001e-05,3.9666786506999986e-05
historical,185,Stycast_to_substrate,16,16,6,10,1.7971821407987906e-10,7.226338877459413e-11,4.836027036088623e-11,3.5632264624e-05,3.760812625599997e-05
historical,186,Stycast_to_substrate,20,20,7,13,2.510513081527215e-10,9.088542748041248e-11,6.276310098044728e-11,3.6076775203879995e-05,3.305907542400005e-05
historical,187,Stycast_to_substrate,23,23,7,16,3.1594698306981125e-10,1.1125111441129283e-10,7.898674576745284e-11,4.26704552896e-05,3.5976594292000006e-05
historical,188,Stycast_to_substrate,20,20,7,13,2.0786936373719324e-10,7.708756581801314e-11,5.199079759173368e-11,3.9803531691999996e-05,3.189900794500007e-05
historical,189,Stycast_to_substrate,21,21,7,14,2.409169553704691e-10,8.78815532970662e-11,6.0198740518152e-11,3.6340347705800005e-05,4.179759804200003e-05
historical,190,Stycast_to_substrate,21,21,7,14,2.6173549553858056e-10,9.520625133128559e-11,6.54338738846451e-11,3.44459091462e-05,3.89397019029999e-05
historical,191,Stycast_to_substrate,21,21,8,13,2.749550515747399e-10,9.950464633179644e-11,6.873876289368496e-11,3.6470869627700005e-05,3.661021170900001e-05
historical,192,Stycast_to_substrate,18,18,6,12,2.1120111818087216e-10,8.006532275507266e-11,5.2800279545217994e-11,3.3756137429000004e-05,3.455066054300002e-05
historical,193,Stycast_to_substrate,22,22,7,15,3.043125663378432e-10,1.0913381680471561e-10,7.607832625184402e-11,3.83027903818e-05,4.103556498599996e-05
historical,194,Stycast_to_substrate,19,19,6,13,2.0140287815748892e-10,7.546801641479162e-11,5.035071953937212e-11,3.893435986600001e-05,3.751796515200003e-05
historical,195,Stycast_to_substrate,15,15,5,10,1.3604321499304789e-10,5.233559799197782e-11,3.401095626141466e-11,3.388513739699999e-05,3.2834280282000006e-05
historical,196,Stycast_to_substrate,19,19,6,13,2.0370356561478153e-10,7.509533147028884e-11,5.092589140369535e-11,3.5052802518499993e-05,3.8647286507000034e-05
historical,197,Stycast_to_substrate,19,19,7,12,2.801390296159555e-10,1.0226267071908202e-10,7.003475740398885e-11,4.072517285300001e-05,3.374232050699997e-05
historical,198,Stycast_to_substrate,20,20,7,13,2.5895101986283967e-10,9.363846488540465e-11,6.473787029976581e-11,3.25875943079e-05,3.7706924875999985e-05
historical,199,Stycast_to_substrate,16,16,6,10,1.634029831321038e-10,6.411191955411135e-11,4.085074578302592e-11,3.336942890799999e-05,3.060680089500003e-05
historical,200,Stycast_to_substrate,22,22,8,14,3.123667497930023e-10,1.1239954733416829e-10,7.80440926893233e-11,4.50757663066e-05,3.983282076400001e-05
historical,201,Stycast_to_substrate,22,22,8,14,3.044365909527904e-10,1.110391196883276e-10,7.610922111933769e-11,3.785405171800001e-05,3.377461398900003e-05
historical,202,Stycast_to_substrate,16,16,6,10,1.5068734051863533e-10,5.761949303314751e-11,3.767183512965873e-11,3.2762613983620004e-05,2.3532080990999976e-05
historical,203,Stycast_to_substrate,21,21,7,14,2.377785537282573e-10,8.79845102208697e-11,5.944463843206424e-11,3.32206139986336e-05,4.028697810700007e-05
historical,204,Stycast_to_substrate,22,22,8,14,3.2451705523709405e-10,1.1726359601217346e-10,8.107608611907882e-11,3.972651310500002e-05,4.091259794400002e-05
historical,205,Stycast_to_substrate,23,23,8,15,2.911771481010907e-10,1.0439625630083023e-10,7.27942870252727e-11,3.53270720194e-05,4.388865991499999e-05
historical,206,Stycast_to_substrate,19,19,7,12,2.95774393043602e-10,1.0588715688544512e-10,7.394359826090039e-11,3.902334876199999e-05,3.374232050699997e-05
historical,207,Stycast_to_substrate,18,18,7,11,2.2918017897802423e-10,8.985215063666853e-11,6.049852794978055e-11,2.5331294474e-05,3.294574657799999e-05
historical,208,Stycast_to_substrate,20,20,7,13,2.2861278775768954e-10,8.421809754522634e-11,5.7153196939422334e-11,3.189612234006e-05,3.599302172900001e-05
historical,209,Stycast_to_substrate,23,23,7,16,2.383364425279693e-10,8.682928614577299e-11,5.957079113958357e-11,3.6365899339699996e-05,3.9182676610999994e-05
historical,210,Stycast_to_substrate,18,18,7,11,2.7087938582401096e-10,1.0655240194697774e-10,7.197446915174524e-11,2.918382701109999e-05,3.786199888599999e-05
historical,211,Stycast_to_substrate,20,20,7,13,2.5625423296733275e-10,9.302896066319703e-11,6.406355824183319e-11,3.241064798999999e-05,3.765239016200004e-05
historical,212,Stycast_to_substrate,14,14,5,9,1.1062203899876575e-10,4.43461024791962e-11,2.7655509749691435e-11,3.730361215000002e-05,2.8550467454000004e-05
historical,213,Stycast_to_substrate,18,18,6,12,1.79441284416663e-10,6.899913240459504e-11,4.486125408355058e-11,3.563072301949999e-05,3.211331872399995e-05
historical,214,Stycast_to_substrate,19,19,8,11,2.7300243313858474e-10,1.0078202530570027e-10,6.825064075591083e-11,3.8380372808e-05,3.094866143999993e-05
historical,215,Stycast_to_substrate,16,16,6,10,2.0680854029762087e-10,8.095492868206138e-11,5.170213507440514e-11,2.9476761436300012e-05,3.654118855800001e-05
historical,216,Stycast_to_substrate,22,22,8,14,2.9680578946191104e-10,1.0956876444854096e-10,7.420144736547768e-11,3.958671894899998e-05,4.098685090399995e-05
historical,217,Stycast_to_substrate,21,21,7,14,3.063996229820739e-10,1.0869536777344168e-10,7.659990574551849e-11,3.35791923296e-05,4.093564933599998e-05
historical,218,Stycast_to_substrate,22,22,7,15,2.4931657934331774e-10,9.102184069806328e-11,6.23291452845007e-11,3.918172070430001e-05,4.093564933599998e-05
historical,219,Stycast_to_substrate,21,21,8,13,2.658609193431517e-10,9.432363156537079e-11,6.646522983578786e-11,3.00342162517e-05,4.073260388299995e-05
historical,220,Stycast_to_substrate,17,17,6,11,1.5066561320972674e-10,5.779435642392931e-11,3.7666403302431626e-11,3.048191968088e-05,3.2267960938000065e-05
historical,221,Stycast_to_substrate,22,22,8,14,2.875568618620615e-10,1.0450789639083782e-10,7.188977225559314e-11,4.406789538100001e-05,3.837503466899998e-05
historical,222,Stycast_to_substrate,24,24,8,16,3.147483446525634e-10,1.1140894564686753e-10,7.862854191077365e-11,3.9901361924400005e-05,3.9872326837e-05
historical,223,Stycast_to_substrate,24,24,8,16,2.9057147579590064e-10,1.0458697322073414e-10,7.265187558200479e-11,4.246971325780001e-05,3.525834105699995e-05
historical,224,Stycast_to_substrate,16,16,5,11,1.5106524939826882e-10,5.836379434328654e-11,3.7766312349567153e-11,3.760120793700001e-05,3.499477581800001e-05
historical,225,Stycast_to_substrate,18,18,7,11,2.382928674165389e-10,8.792635185825608e-11,5.957321685413471e-11,3.336942890799999e-05,3.650982785300002e-05
historical,226,Stycast_to_substrate,19,19,7,12,2.6232204192970103e-10,9.572613997085707e-11,6.558051048242522e-11,3.4583147152699996e-05,3.3763587711000006e-05
historical,227,Stycast_to_substrate,20,20,7,13,2.8903859664503493e-10,1.0514834516249057e-10,7.225969709250847e-11,3.362912585669999e-05,3.3660048864000004e-05
historical,228,Stycast_to_substrate,19,19,6,13,2.2514189049927536e-10,8.8139152274778e-11,5.7595298774781836e-11,3.5547738433e-05,4.2217569467000024e-05
historical,229,Stycast_to_substrate,17,17,6,11,1.723417357691718e-10,6.644543333090273e-11,4.308543394229294e-11,3.442775663504e-05,2.9399222921000067e-05
historical,230,Stycast_to_substrate,21,21,7,14,2.597946293334305e-10,9.216136500941117e-11,6.495155628620476e-11,3.4984881186449996e-05,3.876098690799997e-05
historical,231,Stycast_to_substrate,23,23,8,15,3.5420268606788277e-10,1.2470596011068938e-10,8.85519054004586e-11,4.049912842400001e-05,3.810528484799998e-05
historical,232,Stycast_to_substrate,20,20,6,14,2.0015991022422775e-10,7.659768926848665e-11,5.003997755605687e-11,3.702569133300001e-05,3.442399095500003e-05
historical,233,Stycast_to_substrate,21,21,7,14,2.6078049801405914e-10,9.727944897877359e-11,6.513280189129716e-11,3.52842211939e-05,3.911394343900001e-05
historical,234,Stycast_to_substrate,19,19,7,12,2.2245360308583895e-10,8.189053646481546e-11,5.5614974477188893e-11,3.11163339056e-05,3.160497911499998e-05
historical,235,Stycast_to_substrate,17,17,6,11,1.845887636088722e-10,7.065387871558587e-11,4.6148667460911244e-11,2.9201895236199998e-05,2.7025070274000018e-05
historical,236,Stycast_to_substrate,18,18,7,11,2.146817096376222e-10,8.240564701920703e-11,5.367043661875244e-11,3.8728036693999983e-05,3.1812168465999925e-05
historical,237,Stycast_to_substrate,18,18,7,11,2.3434539204196453e-10,8.660668401688137e-11,5.858946872370456e-11,3.3906281296e-05,3.147717061299999e-05
historical,238,Stycast_to_substrate,18,18,6,12,1.7528584408974015e-10,6.615566504766516e-11,4.382146102243505e-11,3.730361215000002e-05,2.871946469799999e-05
historical,239,Stycast_to_substrate,14,14,5,9,1.1196567194064835e-10,4.8555838912717905e-11,3.547215048702878e-11,3.0178932852e-05,2.7648179428999995e-05
historical,240,Stycast_to_substrate,20,20,7,13,2.333811939177802e-10,8.583716487822082e-11,5.834529847944498e-11,3.5238824594260004e-05,3.5962758825000074e-05
historical,241,Stycast_to_substrate,21,21,8,13,2.780472751061955e-10,9.816929182228075e-11,6.951181877654888e-11,3.3008615208e-05,3.8924860233999995e-05
historical,242,Stycast_to_substrate,17,17,6,11,1.4071387071277515e-10,5.510811310082776e-11,3.517846767819378e-11,3.58529415645e-05,2.5600166126999932e-05
historical,243,Stycast_to_substrate,19,19,7,12,2.4910265421569566e-10,9.670570452832537e-11,6.227566355392373e-11,3.854790622300001e-05,3.251223737899998e-05
historical,244,Stycast_to_substrate,15,15,6,9,1.5373039238998768e-10,5.898549530275994e-11,3.835249951635183e-11,3.538020501799999e-05,2.7195316305000028e-05
historical,245,Stycast_to_substrate,21,21,8,13,2.7252802899791277e-10,9.729995352444381e-11,6.813200724947808e-11,3.387733624896e-05,3.876098690799997e-05
historical,246,Stycast_to_substrate,21,21,8,13,3.3693929739509096e-10,1.1719390217621082e-10,8.423487893839537e-11,3.5602399952e-05,3.5861567328999955e-05
historical,247,Stycast_to_substrate,21,21,7,14,2.82029634883889e-10,1.0456646957602947e-10,7.050740872097208e-11,3.721365665620001e-05,3.9190054888e-05
historical,248,Stycast_to_substrate,24,24,9,15,3.68901861720927e-10,1.3139000836534614e-10,9.222546543023167e-11,4.18638575363e-05,3.8232878528999896e-05
historical,249,Stycast_to_substrate,17,17,6,11,2.0671972234049496e-10,8.17708719275698e-11,5.326475235520334e-11,3.2829127247999986e-05,3.0388490774000006e-05
historical,250,Stycast_to_substrate,18,18,6,12,1.940324949499443e-10,7.4044931110932e-11,4.851980116064877e-11,3.241064798999999e-05,3.213334710199997e-05
historical,251,Stycast_to_substrate,18,18,6,12,1.8197166376776783e-10,6.999687494965165e-11,4.550008649387399e-11,3.11168641082e-05,3.469341850200001e-05
historical,252,Stycast_to_substrate,23,23,8,15,2.724839207872539e-10,9.81181148147665e-11,6.812365336681975e-11,3.3857409571200005e-05,4.418616834899998e-05
historical,253,Stycast_to_substrate,20,20,7,13,2.150903432535207e-10,7.894132723536681e-11,5.377449217179414e-11,2.94048502306e-05,3.833997786099994e-05
historical,254,Stycast_to_substrate,17,17,6,11,1.84180455826398e-10,7.041788263287119e-11,4.6045113956599496e-11,3.10202752084e-05,2.8813624374000022e-05
historical,255,Stycast_to_substrate,20,20,7,13,2.312613927454286e-10,8.720667876206066e-11,5.781534818635708e-11,3.36709267462e-05,3.228582760700003e-05
historical,256,Stycast_to_substrate,19,19,7,12,2.750991061341003e-10,1.0191633218403874e-10,6.878481694701129e-11,3.4524356389000014e-05,4.2318520034000085e-05
historical,257,Stycast_to_substrate,17,17,5,12,1.6475707713746733e-10,6.350041242126201e-11,4.118926928436674e-11,3.3966964151e-05,3.316900010499999e-05
historical,258,Stycast_to_substrate,17,17,6,11,1.5128628954730462e-10,5.7760553809558866e-11,3.7823421524369587e-11,3.1625103606299995e-05,3.214506143299999e-05
historical,259,Stycast_to_substrate,20,20,7,13,2.4980741788637427e-10,9.147489106026455e-11,6.245750442306636e-11,3.24824957578e-05,3.8791023264999995e-05
historical,260,Stycast_to_substrate,21,21,7,14,2.6041321776426797e-10,9.535755049395827e-11,6.510330444106699e-11,3.83878337884e-05,3.834125568299995e-05
historical,261,Stycast_to_substrate,19,19,7,12,2.0483699750304677e-10,7.650490079968338e-11,5.1209249375761647e-11,3.4082100382e-05,3.292560407300001e-05
historical,262,Stycast_to_substrate,14,14,5,9,1.1141357521455872e-10,4.6320091509428514e-11,2.997244947210897e-11,3.7220190451999995e-05,2.932390289500002e-05
historical,263,Stycast_to_substrate,20,20,7,13,2.3357135086739153e-10,8.16966217991029e-11,5.837223696798297e-11,3.3575155948e-05,3.975734898400008e-05
historical,264,Stycast_to_substrate,18,18,6,12,2.075999036528138e-10,7.695290664473201e-11,5.1899975913203404e-11,3.336942890799999e-05,3.3774332060000026e-05
historical,265,Stycast_to_substrate,23,23,8,15,2.9198176580012065e-10,1.0411478251682453e-10,7.299544145003011e-11,4.1543085094640005e-05,3.991447823300002e-05
historical,266,Stycast_to_substrate,21,21,7,14,2.6115707833422433e-10,9.602823512889118e-11,6.529986802189482e-11,3.362912585669999e-05,3.761226816799998e-05
historical,267,Stycast_to_substrate,19,19,7,12,2.636147791290996e-10,9.431632842834224e-11,6.590709013168668e-11,3.27869156221e-05,3.3153690667000004e-05
historical,268,Stycast_to_substrate,19,19,7,12,1.987101617763873e-10,7.693476949141251e-11,4.967754044409683e-11,3.7969723297e-05,4.117176652600001e-05
historical,269,Stycast_to_substrate,21,21,8,13,3.506451845964374e-10,1.2377136374691726e-10,8.767048897975996e-11,4.352224641439999e-05,3.430553836000002e-05
historical,270,Stycast_to_substrate,20,20,8,12,2.6267524832522913e-10,9.480761499742396e-11,6.566881208130717e-11,3.6456732869e-05,3.4406578146999956e-05
historical,271,Stycast_to_substrate,19,19,7,12,2.5479857648601053e-10,9.036681440007459e-11,6.369964412150265e-11,3.15673146443e-05,3.6717367626000084e-05
historical,272,Stycast_to_substrate,19,19,6,13,1.9106428101073972e-10,7.23849593605629e-11,4.7766070252684884e-11,3.11163339056e-05,3.572782988199997e-05
historical,273,Stycast_to_substrate,25,25,9,16,3.920257579920505e-10,1.4088519572599778e-10,9.800643949801264e-11,4.346203087100001e-05,4.1256856158999964e-05
historical,274,Stycast_to_substrate,21,21,7,14,2.3143727036377725e-10,8.391011565898475e-11,5.7859317590944306e-11,3.310584653435e-05,3.699884605699996e-05
historical,275,Stycast_to_substrate,19,19,8,11,2.6767086348240734e-10,1.0102846187856745e-10,6.692442303950255e-11,3.606150615100001e-05,3.6441440126e-05
historical,276,Stycast_to_substrate,14,14,5,9,1.2603687649881572e-10,5.391399471037919e-11,3.892108370305864e-11,2.3865400720000018e-05,3.654230196600003e-05
historical,277,Stycast_to_substrate,17,17,6,11,1.810750335988802e-10,6.925823292353198e-11,4.5268758399719976e-11,2.934416593699999e-05,3.362543816499996e-05
historical,278,Stycast_to_substrate,20,20,7,13,2.142288568569947e-10,8.000718873356713e-11,5.355721421424869e-11,3.35388101275e-05,3.6200700713000006e-05
historical,279,Stycast_to_substrate,17,17,6,11,1.8957503476532774e-10,7.587479423291032e-11,4.9258640866477466e-11,3.854790622300001e-05,2.9266669906000044e-05
historical,280,Stycast_to_substrate,19,19,7,12,2.2120985136821503e-10,8.344355993270261e-11,5.530246284205373e-11,3.414554399916e-05,3.1668735996999995e-05
historical,281,Stycast_to_substrate,22,22,8,14,2.9938776668162485e-10,1.1054539023056661e-10,7.484702132175925e-11,3.4292042041999984e-05,4.216449781199998e-05
historical,282,Stycast_to_substrate,23,23,8,15,3.435057406575106e-10,1.2165400648709263e-10,8.57084534993924e-11,3.459565142599999e-05,4.0774274015000075e-05
historical,283,Stycast_to_substrate,21,21,7,14,2.651842852325553e-10,9.70060973718657e-11,6.62960713081387e-11,3.737309316829999e-05,3.7071632283e-05
historical,284,Stycast_to_substrate,21,21,8,13,2.67334503017249e-10,9.638967876091968e-11,6.665338685981066e-11,3.5391606887e-05,3.560163307399992e-05
historical,285,Stycast_to_substrate,22,22,7,15,2.798334830208082e-10,1.0160613280500983e-10,6.9958370755202e-11,4.12384862812e-05,4.3265930010000014e-05
historical,286,Stycast_to_substrate,17,17,7,10,2.317749509461911e-10,9.405185529519803e-11,6.751509533737564e-11,3.201220247e-05,3.125992616799999e-05
historical,287,Stycast_to_substrate,21,21,8,13,3.201667162799761e-10,1.158160796405961e-10,7.977682864689878e-11,4.4389558754e-05,3.518515157899997e-05
historical,288,Stycast_to_substrate,18,18,6,12,2.2881833705939517e-10,8.36522860241037e-11,5.72045842648487e-11,2.82211812925e-05,3.7071632283e-05
