time_ms,COMSOL_current_A,Elmer_current_A
20.020066142479365,-9.746749543785997e-14,-8.303852303681371e-09
20.020067248525205,-9.746749783006036e-14,-8.3158473045727e-09
20.02006753766099,-9.746749845541485e-14,-8.319222340292541e-09
20.02006893284261,-9.746750104945325e-14,-8.335508072006467e-09
20.020069627456902,-9.746750242000876e-14,-8.34361619345917e-09
20.020070328024232,-9.746750380231033e-14,-8.352310681439881e-09
20.02007200638859,-9.7467507416423e-14,-8.373140255013003e-09
20.02007311838748,-9.74675098109503e-14,-8.387777599114802e-09
20.02007438532028,-9.74675125217454e-14,-8.404454352649521e-09
20.0200756297144,-9.746751518431556e-14,-8.421788490550725e-09
20.02007676425197,-9.746751745637431e-14,-8.43759235082727e-09
20.02007814104132,-9.746752021357368e-14,-8.457844731307655e-09
20.02007914318366,-9.746752234724664e-14,-8.472586106225005e-09
20.020080652368243,-9.746752556046916e-14,-8.495982737194265e-09
20.020081522115355,-9.746752743975971e-14,-8.509466278209914e-09
20.020083163695162,-9.746753098677398e-14,-8.536237131818353e-09
20.020083901047048,-9.746753226912173e-14,-8.548261852954183e-09
20.020085675022084,-9.746753535428761e-14,-8.578641074048626e-09
20.020086279978738,-9.746753665506057e-14,-8.589000922163206e-09
20.020088186349003,-9.746754075412265e-14,-8.623226746529943e-09
20.020088658910428,-9.746754179014393e-14,-8.63171082993077e-09
20.020090697675926,-9.746754625983681e-14,-8.67002460878334e-09
20.020091037842118,-9.7467546969747e-14,-8.676417228371857e-09
20.020093209002845,-9.746755150085317e-14,-8.719063560362553e-09
20.020093416773808,-9.746755194979057e-14,-8.723144635227817e-09
20.020095720329767,-9.746755692715799e-14,-8.770370945546691e-09
20.020095795705505,-9.746755707334086e-14,-8.771916259851928e-09
20.020098174637194,-9.746756168701447e-14,-8.822753771488279e-09
20.020098231656686,-9.746756179759744e-14,-8.82402229749615e-09
20.020100553568884,-9.746756639858135e-14,-8.875678423182851e-09
20.020100742983608,-9.7467566773916e-14,-8.880060170060353e-09
20.020102932500574,-9.746757122794149e-14,-8.930710451786035e-09
20.020103254310527,-9.746757188258346e-14,-8.93844255097297e-09
20.020105311432264,-9.746757628410777e-14,-8.987868832435048e-09
20.02010576563745,-9.746757725594872e-14,-8.999191398287609e-09
20.02010769036396,-9.74675813336195e-14,-9.04717156974353e-09
20.02010827696437,-9.746758257637442e-14,-9.062327309867782e-09
20.02011006929565,-9.746758652468805e-14,-9.108634995292752e-09
20.02011078829129,-9.746758810855836e-14,-9.127869318759654e-09
20.02011244822734,-9.746759134531583e-14,-9.172275355662533e-09
20.02011329961821,-9.746759300546759e-14,-9.195399765617238e-09
